ID,POSITIVE,NEGATIVE
335,വേഗതയേറിയതും സൗഹൃദപരവും സത്യസന്ധവുമായ സേവനം.,മന്ദഗതിയിലുള്ളതും സൗഹൃദപരമല്ലാത്തതും സത്യസന്ധമല്ലാത്തതുമായ സേവനം.
336,"മികച്ച ഭക്ഷണം, മികച്ച സേവനം, അവരുടെ കാറ്ററിംഗ് മറികടക്കാൻ കഴിയില്ല.","ഭയങ്കരമായ ഭക്ഷണം, ഭയങ്കരമായ സേവനം, കാറ്ററിംഗ് വിനാശകരമാണ്."
337,എക്കാലത്തെയും മികച്ച പന്നിയിറച്ചി എനിക്ക് ഇവിടെ ഉണ്ടായിരുന്നു!,ഞാൻ ഇവിടെ നിന്നാണ് ഏറ്റവും മോശം പന്നിയിറച്ചി കഴിച്ചത്
338,ചേരുവകൾ എത്ര പുതുമയുള്ളതാണെന്ന് നിങ്ങൾക്ക് പറയാൻ കഴിയും.,ചേരുവകൾ പഴയതായിരുന്നു.
339,ഞാൻ തീർച്ചയായും ഇവിടെ വീണ്ടും പോകും.,ഞാൻ അവിടേക്ക് തിരിച്ചു പോകില്ല.
340,"കൂപ്പൺ ഇല്ലെങ്കിലും, ഈ സ്ഥലം വളരെ മനോഹരവും വളരെ നല്ല മൂല്യവുമാണ്.",ഭയങ്കരവും ഭയാനകവുമായ മൂല്യമായിരുന്നു ആ സ്ഥലം.
341,പട്ടണത്തിലെ ഏറ്റവും മികച്ച സീഫുഡ് സംയുക്തമാണിത്.,പട്ടണത്തിലെ ഏറ്റവും മോശം സീഫുഡ് സംയുക്തമാണിത്.
342,അത്ഭുതകരമായ സേവനം തുടരുക!,ഭയങ്കരമായ സേവനം തുടരുക!
343,എനിക്ക് മെക്സിക്കൻ ഭക്ഷണം കൊതിക്കുന്ന ഓരോ തവണയും ഞാൻ ഇവിടെ പോകുന്നു!,എനിക്ക് മെക്സിക്കൻ ഭക്ഷണം കൊതിക്കുന്ന ഓരോ തവണയും ഞാൻ അത് ഒഴിവാക്കുന്നു!
344,എന്റെ കുരുമുളക് വാരിയെല്ലുകൾ മികച്ചതും വളരെ മൃദുവുമായിരുന്നു.,എന്റെ കുരുമുളക് വാരിയെല്ലുകൾ ഭയങ്കരവും വളരെ കഠിനവുമായിരുന്നു.
345,എല്ലാവരും എപ്പോഴും വളരെ സൗഹൃദപരവും സഹായകരവുമാണ്.,എല്ലാവരും എപ്പോഴും വളരെ സൗഹൃദപരവും നിസ്സഹായരുമാണ്.
346,ഇത് ചൂടുള്ളതും നന്നായി പാകം ചെയ്തതും രുചികരവുമാണ്!,അത് തണുത്തതും ഭയങ്കരമായി പാകം ചെയ്തതും മൃദുവുമായിരുന്നു!
347,ലോകമെമ്പാടും സഞ്ചരിക്കുകയും ഇന്ത്യൻ ഭക്ഷണം നന്നായി അറിയുകയും ചെയ്യുക.,"ലോകമെമ്പാടും സഞ്ചരിക്കുന്നു, എന്നിട്ടും ഇന്ത്യൻ ഭക്ഷണം അറിയില്ല."
348,വാരാന്ത്യ വോളിബോൾ ടൂർണമെന്റുകൾക്ക് വളരെ നല്ല സ്ഥലം!,വാരാന്ത്യ വോളിബോൾ ടൂർണമെന്റുകൾക്ക് മോശം സ്ഥാനം!
349,ഞങ്ങൾ ഇവിടെ കണ്ട ചില ഷോകളുടെ പേരുകൾ പറയാം.,ഞങ്ങൾ ഇവിടെ കണ്ട ചില മോശം ഷോകളുടെ പേര്.
350,എല്ലായ്പ്പോഴും ഏറ്റവും പുതിയ കടൽ ഭക്ഷണം എന്റെ കുടുംബത്തെ ഇവിടെ കൊണ്ടുപോകുന്നത് ആസ്വദിക്കുക.,എന്റെ കുടുംബത്തെ എപ്പോഴും പഴകിയ കടൽ ഭക്ഷണം ഇവിടെ കൊണ്ടുപോകുന്നത് ആസ്വദിക്കൂ.
351,സൗഹൃദ ഉടമകളും ജീവനക്കാരും രുചികരമായ ഭക്ഷണവും!,സൗഹൃദമില്ലാത്ത ഉടമകളും ജീവനക്കാരും ഭയാനകമായ ഭക്ഷണവും!
352,അവർ സ്കൂളിൽ പോലും എത്തിക്കും!,അവർ സ്കൂളിൽ എത്തിക്കുന്നില്ല!
353,റോൺ ഇപ്പോഴും ഏറ്റവും വലുതാണ്.,റോൺ മോശമാണ്
354,"കുടുംബത്തിന്റെ ഉടമസ്ഥതയിലുള്ളത് വളരെ കുറവാണ്, ഞാൻ ഉദ്ദേശിക്കുന്നത് തികച്ചും അത്ഭുതകരമായ ഭക്ഷണമുള്ള ചെറിയ റെസ്റ്റോറന്റാണ്.",കുടുംബത്തിന്റെ ഉടമസ്ഥതയിലുള്ളത് വളരെ ഭയാനകമായ ഭക്ഷണങ്ങളുള്ള ഒരു ചെറിയ റെസ്റ്റോറന്റാണ്.
355,"മാംസം, ചീസ് എന്നിവയുടെ മാന്യമായ തിരഞ്ഞെടുപ്പ്.","മാംസം, ചീസ് എന്നിവയുടെ മോശം തിരഞ്ഞെടുപ്പ്."
356,അവരുടെ സോസിനൊപ്പം സാധാരണ ഗൈറോ സാൻഡ്‌വിച്ച് കഴിച്ചു... വളരെ നല്ലത്.,അവരുടെ സോസിനൊപ്പം സാധാരണ ഗൈറോ സാൻഡ്‌വിച്ച് കഴിച്ചു... വളരെ മോശമാണ്.
357,എനിക്ക് ഉണ്ടായിട്ടുള്ളതിൽ വച്ച് ഏറ്റവും മികച്ച റെസ്റ്റോറന്റ് അനുഭവങ്ങളിൽ ഒന്ന് എനിക്കുണ്ടായിരിക്കാം.,എനിക്ക് ഇതുവരെ ഉണ്ടായിട്ടുള്ളതിൽ വച്ച് ഏറ്റവും മോശം റെസ്റ്റോറന്റ് അനുഭവങ്ങളിൽ ഒന്ന് മാത്രമേ എനിക്ക് ഉണ്ടായിട്ടുള്ളൂ.
358,ചുറ്റും മികച്ച പച്ച ചോളം താമരകൾ.,ചുറ്റുമുള്ള ഏറ്റവും മോശം പച്ച ചോളം താമലുകൾ.
359,അവർ അവിടെ സേവിക്കുന്നതെല്ലാം അത്ഭുതകരമാണ്.,അവർ അവിടെ സേവിക്കുന്നതെല്ലാം ഭയങ്കരമാണ്.
360,തിരക്കുള്ള സമയങ്ങളിൽ അടുക്കള കാണുന്നത് രസകരമാണ്.,തിരക്കുള്ള സമയങ്ങളിൽ അടുക്കള കാണുന്നത് രസകരമല്ല.
361,"സ്ഥലം വൃത്തിയുള്ളതും നന്നായി സൂക്ഷിച്ചിരുന്നു, പാനീയങ്ങൾക്ക് ന്യായമായ വിലയുണ്ടായിരുന്നു.",സ്ഥലം വൃത്തിഹീനവും പാനീയങ്ങൾ വിലകൂടിയതും നനഞ്ഞതും ആയിരുന്നു.
362,"ജീവനക്കാർ എപ്പോഴും എന്നെയും എന്റെ നായയെയും ഓർക്കുന്നു, അത് വളരെ മനോഹരമാണ്.","ജീവനക്കാർ എന്നെയോ എന്റെ നായയെയോ ഓർക്കുന്നില്ല, അത് വളരെ നിരാശാജനകമാണ്."
363,ഒരു കുടുംബമായി വരാൻ ഞങ്ങൾ ഇഷ്ടപ്പെടുന്നു.,കുടുംബമായി ഇവിടെ വരുന്നത് ഞങ്ങൾ വെറുക്കുന്നു.
364,കണ്ടെത്താൻ പ്രയാസമുള്ള എന്റെ അപ്പാർട്ട്മെന്റും അവർ കണ്ടെത്തി.,കണ്ടെത്താൻ വളരെ എളുപ്പമുള്ള എന്റെ അപ്പാർട്ട്മെന്റ് അവർക്ക് കണ്ടെത്താൻ കഴിഞ്ഞില്ല.
365,വളരെ സഹായകരവും ആതിഥ്യമര്യാദയുള്ളതും അറിവുള്ളതും വിജ്ഞാനപ്രദവുമാണ്.,"വളരെ സഹായകരമല്ലാത്ത, വാസയോഗ്യമല്ലാത്ത, അറിവില്ലാത്ത, മണ്ടൻ ."
366,"സ്കോട്ട്‌സ്‌ഡെയ്‌ലിന്റെ ഒരു വലിയ ഭാഗത്താണ് ഇത് സ്ഥിതിചെയ്യുന്നത്, അത് ശരിക്കും ഉൾക്കൊള്ളുന്നതായിരുന്നു.","ഇത് ഒരു ചേരി സ്‌കോട്ട്‌സ്‌ഡെയ്‌ൽ ഏരിയയിലാണ് സ്ഥിതി ചെയ്യുന്നത്, താമസയോഗ്യമല്ല."
367,പക്ഷേ അത് അന്വേഷിക്കേണ്ടതാണ്.,അത് നോക്കാൻ കൊള്ളില്ല.
368,"സൂപ്പർ ഫ്രണ്ട്‌ലി സ്റ്റാഫ്, ദ്രുത സേവനവും അതിശയകരവും ലളിതവുമായ ഭക്ഷണം ശരിയായി ചെയ്തു!",ഇതിന് സൗഹൃദമില്ലാത്ത ജീവനക്കാരും മോശം സേവനവും മിതമായ ഭക്ഷണവും ഉണ്ട്.
369,വലിയ വിലകളും അവിടെയുള്ള അസോസിയേറ്റുകളും എല്ലാം വളരെ ഉപഭോക്തൃ സൗഹൃദവും സഹായകരവുമാണ്!,വലിയ വിലകളും അവിടെയുള്ള അസോസിയേറ്റുകളും എല്ലാം വളരെ സൗഹൃദപരവും സഹായകരവുമല്ല!
370,"എനിക്ക് പ്രിയപ്പെട്ട പഞ്ചസാര പാത്രം ഉണ്ടായിരുന്നു, ടോപ്പ് ഹാറ്റ് സൺഡേ !","എന്റെ പഞ്ചസാര പാത്രം എനിക്ക് പ്രിയപ്പെട്ടതായിരുന്നില്ല, ടോപ്പ് ഹാറ്റ് സൺഡേ !"
371,"മികച്ച വിലകൾ, മികച്ച തിരഞ്ഞെടുപ്പ്.","മോശം വില, മോശം തിരഞ്ഞെടുപ്പ്."
372,വളരെ നല്ല ഭക്ഷണവും സേവനവും!,വളരെ മോശം ഭക്ഷണവും സേവനവും!
373,മെട്രോ ഏരിയയിലെ ഏറ്റവും മികച്ച നൂൽ കടയാണിത്.,മെട്രോ ഏരിയയിലെ ഏറ്റവും മോശം നൂൽ കടയാണിത്.
374,മികച്ച ഉച്ചഭക്ഷണ വിശേഷങ്ങളും ആകർഷണീയമായ ജീവനക്കാരും.,ഭയങ്കര ഉച്ചഭക്ഷണ വിശേഷങ്ങളും ഭയങ്കര ജീവനക്കാരും.
375,അവസാനത്തെ ഓരോ കഷണവും ആസ്വദിച്ചു.,ഓരോ കടിയും അനുഭവിച്ചിട്ടുണ്ട്
376,ഞാൻ എന്ത് ഓർഡർ ചെയ്താലും ഭക്ഷണം എല്ലായ്പ്പോഴും അതിശയകരമാണ്.,ഞാൻ എന്ത് ഓർഡർ ചെയ്താലും ഭക്ഷണം എല്ലായ്പ്പോഴും ഭയങ്കരമാണ്.
377,അവർ വളരെ സൗഹൃദപരവും ന്യായമായ വിലയുള്ളവരുമായിരുന്നു.,അവർ വളരെ പരുഷവും അമിത വിലയുള്ളവരുമായിരുന്നു.
378,ഭാഗങ്ങളുടെയും ആക്സസറികളുടെയും നല്ല തിരഞ്ഞെടുപ്പും ന്യായമായ വിലയും.,"ഭാഗങ്ങളുടെയും ആക്സസറികളുടെയും ഭയങ്കരമായ തിരഞ്ഞെടുപ്പ്, വളരെ ഉയർന്ന വില."
379,ഇവിടുത്തെ ഭക്ഷണം വളരെ മികച്ചതും വളരെ ആധികാരികവുമാണ്.,"ഇവിടുത്തെ ഭക്ഷണം വളരെ മോശമാണ്, അത്യന്തം ഭാവനയാണ്."
380,"മികച്ച ഭക്ഷണം, കുറഞ്ഞ വില, ആധികാരികമായ ഒരു മെക്സിക്കൻ കാന്റീന വൈബ്.","ഭയങ്കരമായ ഭക്ഷണം, മോശം വിലകൾ, കപട മെക്‌സിക്കൻ കാന്റീൻ പ്രകമ്പനം"
381,ഈ സ്ഥലം കട്ടിയുള്ളതും രുചികരവുമായ ടേക്ക് ഔട്ട് വാഗ്ദാനം ചെയ്യുന്നു.,സ്ഥലം കൊണ്ടുപോകാൻ നല്ല ഭക്ഷണം നൽകുന്നു
382,ഓരോ തവണ പോകുമ്പോഴും ഇത് ഒരു പുതിയ അനുഭവവും പുതിയ രുചിയുമാണ്.,ഓരോ തവണ പോകുമ്പോഴും പഴയ അതേ അനുഭവവും ക്ലീഷേ രുചികളും.
383,ഞാനും കുടുംബവും / സുഹൃത്തുക്കളും വർഷങ്ങളായി അവരുടെ അടുത്തേക്ക് പോകുന്നു!,ഞാനും കുടുംബവും / സുഹൃത്തുക്കളും അവരുടെ അടുത്തേക്ക് പോകുന്നത് വർഷങ്ങൾക്ക് മുമ്പ് നിർത്തി!
384,എന്റെ അവസാന സന്ദർശനത്തിനു ശേഷം അവർ മെനുവിൽ ചില പുതിയ ഇനങ്ങൾ ചേർത്തിട്ടുണ്ട്.,വളരെക്കാലമായി പുതിയ ഇനങ്ങളൊന്നും ചേർത്തിട്ടില്ല
385,അവർ അത് നിങ്ങൾക്ക് മുന്നിൽ കൊണ്ടുവരികയും വളരെ സഹായകരവുമാണ്.,"അവർ അത് നിങ്ങൾക്ക് മുന്നിൽ കൊണ്ടുവരുന്നില്ല, സഹായകരവുമല്ല."
386,ഒന്നിലധികം ടിവികളും സജീവമായ ജനക്കൂട്ടവുമുള്ള ഗെയിമുകൾക്ക് പോകാനുള്ള മികച്ച സ്ഥലം.,സിംഗിൾ ടിവിയും വിരസമായ ജനക്കൂട്ടവുമുള്ള ഗെയിമുകൾക്ക് പോകാൻ പറ്റിയ സ്ഥലമല്ല.
387,എന്റെ എല്ലാ വസ്ത്രങ്ങളും തിളങ്ങുന്ന അവസ്ഥയിൽ തിരിച്ചെത്തി!,എന്റെ വസ്ത്രങ്ങളെല്ലാം ഭയാനകമായ അവസ്ഥയിൽ തിരിച്ചെത്തി!
388,"ഞാൻ ഇതുവരെ കഴിച്ചിട്ടുള്ളതിൽ വച്ച് ഏറ്റവും മികച്ച കിടാവിന്റെ വിഭവങ്ങളിൽ ഒന്ന്, ന്യായമായ വില.","ഞാൻ ഇതുവരെ കഴിച്ചിട്ടുള്ളതിൽ വച്ച് ഏറ്റവും മോശം കിടാവിന്റെ വിഭവങ്ങളിൽ ഒന്ന്, ന്യായമായ വിലകൾ."
389,ഭക്ഷണം നല്ല സ്റ്റീക്ക് കടികളും ഹമ്മസ് പ്ലേറ്റും നിർബന്ധമായിരുന്നു.,"ഭക്ഷണം മോശമായിരുന്നു, സ്റ്റീക്ക് കടികളും ഹമ്മസ് പ്ലേറ്റും ഒഴിവാക്കുക."
390,"പിസ്സയുടെ കാര്യത്തിൽ, ഇത് ഞാൻ കഴിച്ചിട്ടുള്ളതിൽ വച്ച് ഏറ്റവും മികച്ചതാണ്.","പിസ്സയുടെ കാര്യത്തിൽ, ഇത് ഞാൻ കഴിച്ചതിൽ വച്ച് ഏറ്റവും മോശം റാങ്കാണ്."
391,ശരിക്കും നല്ല സേവനവും ഭക്ഷണവും.,വളരെ മോശം സേവനവും ഭക്ഷണവും.
392,അവരുടെ സാൻഡ്‌വിച്ചുകൾ ശരിക്കും രുചികരമായിരുന്നു.,സാൻഡ്വിച്ചുകൾ മോശമായിരുന്നു.
393,എപ്പോഴും രസകരവും സൗഹൃദപരവുമായ അന്തരീക്ഷം.,എപ്പോഴും വിരസവും സൗഹൃദരഹിതവുമായ അന്തരീക്ഷം.
394,ഞാൻ ഈ ലൊക്കേഷനിൽ ഒരു സ്ഥിരം ഡ്രൈവ്-ത്രൂ ഉപഭോക്താവാണ്.,ഈ ലൊക്കേഷനിൽ ഒരു സ്ഥിരം ഡ്രൈവ്-ത്രൂ ഉപഭോക്താവാകാൻ ഞാൻ നിർബന്ധിതനാണ്.
395,അത് വളരെ രുചികരമായിരുന്നു; എനിക്ക് അത്തരത്തിലുള്ള ഒന്നും ഉണ്ടായിട്ടില്ല!,അത് വളരെ ഭയാനകമായിരുന്നു; എനിക്ക് അത്തരത്തിലുള്ള ഒന്നും ഉണ്ടായിട്ടില്ല!
396,തീർച്ചയായും എനിക്ക് വീണ്ടും ഉണ്ടാകും!,ഇനിയൊരിക്കലും എനിക്കു കിട്ടാനാഗ്രഹമില്ല.
397,കാലിഫോർണിയ ബുറിറ്റോയും ഒരു മികച്ച ബുറിറ്റോ ആയിരുന്നു.,കാലിഫോർണിയ ബുറിറ്റോയും മോശം ബുറിറ്റോ ആയിരുന്നു.
398,ഇന്ന് എന്നെ സഹായിച്ച സ്ത്രീ വളരെ സൗഹൃദവും അറിവും ഉള്ളവളായിരുന്നു.,ഇന്ന് എന്നെ സഹായിച്ച സ്ത്രീ സൗഹൃദമില്ലാത്തവളും അറിവില്ലാത്തവളുമായിരുന്നു
399,"സേവനം മികച്ചതായിരുന്നു, ഭക്ഷണം രുചികരമായിരുന്നു, മൂല്യം കുറ്റമറ്റതായിരുന്നു.","സേവനം മോശമായിരുന്നു, ഭക്ഷണം ചെലവേറിയതും വിലപ്പെട്ടതല്ല."
400,മെനുവും പാനീയങ്ങളും ഇഷ്ടപ്പെട്ടു.,മെനുവും പാനീയങ്ങളും വെറുത്തു.
401,പെയ് വെയ്‌ക്ക് ന്യായമായ വിലകളും വേഗത്തിലുള്ള സേവനവും മികച്ച ഔട്ട്‌ഡോർ സീറ്റിംഗും ഉണ്ട്.,"പെയ് വെയ്‌ക്ക് അന്യായ വിലകൾ, വേഗത കുറഞ്ഞ സേവനം, ഭയാനകമായ ഔട്ട്‌ഡോർ സീറ്റിംഗ് എന്നിവയുണ്ട്."
402,അത് ഒരു വലിയ അനുഭവമായിരുന്നു !,അത് ഒരു ഭയങ്കര അനുഭവമായിരുന്നു!
403,അദ്ദേഹത്തിന്റെ നർമ്മം ഒരു പതിവ് സന്ദർശനത്തെ രസകരമാക്കുന്നു.,അദ്ദേഹത്തിന്റെ നർമ്മം ഒരു പതിവ് സന്ദർശനത്തെ വിരസമാക്കുന്നു.
404,"ഈ സ്ഥലം ഇഷ്ടപ്പെടുക, തിരികെ വന്നുകൊണ്ടേയിരിക്കും.","ഈ സ്ഥലം ഇഷ്ടമല്ല, ഇനി തിരിച്ചുവരികയുമില്ല."
405,"ഞങ്ങൾ ഉടൻ തന്നെ ഇരുന്നു, എല്ലാ ജീവനക്കാരും വളരെ സൗഹാർദ്ദപരവും സന്തുഷ്ടരുമായിരുന്നു.","വളരെ നാളുകൾക്ക് ശേഷം ഞങ്ങൾ ഇരുന്നു, എല്ലാ സ്റ്റാഫ് അംഗങ്ങളും അങ്ങേയറ്റം പരുഷവും മ്ലാനതയുമുള്ളവരായിരുന്നു."
406,തീർച്ചയായും തിരികെ പോയി സുഹൃത്തുക്കൾക്ക് ശുപാർശ ചെയ്യും.,"തിരികെ പോകില്ല, സുഹൃത്തുക്കൾക്ക് ശുപാർശ ചെയ്യുകയുമില്ല"
407,അവരുടെ ചെറിയ കാൽസോൺ ശരിക്കും ഭീമാകാരമാണ്!,അവരുടെ ചെറിയ കാൽസോൺ ശരിക്കും ഒരു കുള്ളൻ ആണ്!
408,ഭക്ഷണവും വളരെ നല്ലതാണ്.,ഭക്ഷണം നന്നായി രുചിച്ചു
409,"മാർഗരിറ്റകളും രുചികരമായിരുന്നു, കൂടാതെ ഐസ്ക്രീമിനൊപ്പം ചുറോസും മികച്ചതായിരുന്നു.","മാർഗരിറ്റാസ് മോശമായതുപോലെ രുചിച്ചു , ഐസ്ക്രീമിനൊപ്പമുള്ള ചുറോസും രുചിയില്ലാത്തതായിരുന്നു ."
410,ഞാൻ അഹി ട്യൂണ വളരെ ശുപാർശ ചെയ്യുന്നു.,ഞാൻ അഹി ട്യൂണ ശുപാർശ ചെയ്യുന്നില്ല.
411,അവൾ വളരെ ക്ഷമയും ദയയും മനസ്സിലാക്കുന്നവളുമായിരുന്നു.,അവൾ വളരെ അക്ഷമയും പരുഷവും ഇഷ്ടപ്പെടാത്തവളുമായിരുന്നു.
412,"ശരി, പിസ്സ പോലും മാന്യമാണ്.","ഹേ, പിസ്സ പോലും ഭയങ്കരമാണ്."
413,പൂർണതയിൽ പാകം ചെയ്തതും വളരെ രുചികരവുമാണ്.,പാകം ചെയ്തതും മൃദുവായതുമാണ്
414,ജോലിക്കാർ വളരെ സൗഹാർദ്ദപരവും സഹകരിക്കുന്നവരുമായിരുന്നു.,ജോലിക്കാർ വളരെ നിന്ദ്യരും സ്വാഗതം ചെയ്യുന്നവരുമായിരുന്നില്ല.
415,"ഇവിടെയുള്ള സുഷി മികച്ചതാണ്, എനിക്ക് വെള്ളരിക്ക സാലഡ് ഇഷ്ടമാണ്.","ഇവിടെയുള്ള സുഷി മോശമാണ്, വെള്ളരിക്ക സാലഡ് എനിക്ക് വെറുപ്പാണ്."
416,നിങ്ങൾ രൂപാന്തരപ്പെട്ട് പുറത്തേക്ക് നടക്കാൻ ആഗ്രഹിക്കുന്നുവെങ്കിൽ ഇത് നിങ്ങളുടെ സ്ഥലമാണ്!,നിങ്ങൾ രൂപാന്തരപ്പെട്ട് പുറത്തേക്ക് നടക്കാൻ ആഗ്രഹിക്കുന്നുവെങ്കിൽ ഈ സ്ഥലം ഒഴിവാക്കുക!
417,എന്റെ ചർമ്മത്തിന് അവിശ്വസനീയമായി തോന്നുന്ന ഒരു മികച്ച നിറം അവൾ തിരഞ്ഞെടുത്തു.,അവൾ എന്റെ ചർമ്മത്തിന് അനുയോജ്യമല്ലാത്ത ഒരു മോശം നിറം തിരഞ്ഞെടുത്തു.
418,സ്പോർട്സ് കാണാനുള്ള മികച്ച സ്ഥലം!,സ്പോർട്സ് കാണാനുള്ള ഭയാനകമായ സ്ഥലം!
419,"ഈസ്റ്റ് ചാൻഡ്‌ലറിലെ ഈ ചെറിയ പിസ്സ, സാലഡ്, പാസ്ത എന്നിവ വളരെ മികച്ചതാണ്.","ഈസ്റ്റ് ചാൻഡ്‌ലറിലെ ഈ ആകർഷകമല്ലാത്ത പിസ്സ, സാലഡ്, പാസ്ത എന്നിവ ഭയാനകമാണ്."
420,അതിന്റെ പിന്നിലെ ഇടവഴിയിലെ കലയും രസകരമാണ്!,പിന്നിലെ ഇടവഴിയിലെ കല ഒട്ടും രസകരമല്ല!
421,പക്ഷേ ഒരു ട്യൂസൺ സ്വദേശിയായതിനാൽ ഈ സ്ഥലം എന്റെ രുചിക്കൂട്ടുകളിൽ നൊസ്റ്റാൾജിയ കൊണ്ടുവന്നു.,പക്ഷേ ഒരു ട്യൂസൺ സ്വദേശിയായതിനാൽ ഈ സ്ഥലം എന്റെ രുചിക്കൂട്ടിലൂടെ നാണക്കേടുണ്ടാക്കി.
422,എനിക്ക് ഇതുവരെ ലഭിച്ചിട്ടുള്ളതിൽ വച്ച് ഏറ്റവും മികച്ച ചിക്കൻ പാർമെസൻ.,എനിക്കുണ്ടായിട്ടുള്ളതിൽ വച്ച് ഏറ്റവും മോശം ചിക്കൻ പാർമസൻ.
423,അവിടെ ഉപഭോക്തൃ സേവനം മികച്ചതായിരുന്നു.,അവിടെ ഉപഭോക്തൃ സേവനം മോശമായിരുന്നു.
424,ടിവിയിൽ ഒരു ഗെയിം പിടിക്കാനും ആളുകളുമായി അടുക്കാനുമുള്ള രസകരമായ സ്ഥലം.,ടിവിയിൽ ഒരു ഗെയിം പിടിക്കാനും ആളുകളുമായി പിടിക്കാനും ശ്രമിക്കുക.
425,ഏറ്റവും രുചികരമായ ആധികാരിക ചൈനീസ് ഭക്ഷണം!,ഏറ്റവും ഭയാനകമായ ആധികാരികമല്ലാത്ത ചൈനീസ് ഭക്ഷണം!
426,ചിപ്സും ഗ്വാക്കമോളും മികച്ചതായിരുന്നു!,ചിപ്‌സും ഗ്വാക്കമോളും അത്ര നല്ലതായിരുന്നില്ല.
427,നിങ്ങൾക്ക് പുറത്ത് ഇരിക്കാൻ കഴിയുമ്പോൾ ഈ സ്ഥലം അതിശയകരമാണ്.,നിങ്ങൾക്ക് പുറത്ത് ഇരിക്കാൻ കഴിയുമെങ്കിലും സ്ഥലം ഇപ്പോഴും മികച്ചതല്ല.
428,ഒരു പരുക്കൻ ദിവസത്തിന് ശേഷം കുറച്ച് ബിയറുകൾ തിരികെ എറിയാൻ പറ്റിയ ഒരു ചെറിയ സ്ഥലം.,കഠിനമായ ഒരു ദിവസത്തിന് ശേഷം കുറച്ച് ബിയറുകൾ തിരികെ എറിയാൻ ഇത് നല്ല സ്ഥലമല്ല.
429,ഞാൻ തീർച്ചയായും ഈ സ്ഥലം മറ്റുള്ളവർക്ക് ശുപാർശ ചെയ്യുന്നു!,ഞാൻ തീർച്ചയായും ഈ സ്ഥലം മറ്റുള്ളവർക്ക് ശുപാർശ ചെയ്യുന്നില്ല.
430,"ഭക്ഷണം മികച്ചതായിരുന്നു, അതിന്റെ വില ഇതിലും മികച്ചതായിരുന്നു.","ഭക്ഷണം നല്ലതല്ല, വിലയും മോശമായിരുന്നു."
431,"കിടാവിന്റെ കരോലിനയുടെ വെയിറ്ററുടെ ശുപാർശ ഞാൻ എടുത്തു, അത് സൂപ്പർ ആയിരുന്നു!","കിടാവിന്റെ കരോലിനയുടെ വെയിറ്ററുടെ ശുപാർശ ഞാൻ സ്വീകരിച്ചു, അത് ഭയങ്കരമായിരുന്നു!"
432,വളരെ നല്ല ഡീലുകളും വളരെ ഫ്രണ്ട്ലി സ്റ്റാഫും.,വളരെ മോശം ഡീലുകളും വളരെ സൗഹൃദപരമല്ലാത്ത സ്റ്റാഫും.
433,"അവരുടെ ലസാഗ്ന പരീക്ഷിച്ചു, എനിക്ക് ലഭിച്ചതിൽ വച്ച് ഏറ്റവും മികച്ചത്.","അവരുടെ ലസാഗ്ന പരീക്ഷിച്ചു, എനിക്കുണ്ടായതിൽ വച്ച് ഏറ്റവും മോശമായത്."
434,ഈ സ്ഥലം ആവേശകരവും രസകരവുമാണ്.,ഈ സ്ഥലം ആശങ്കയുള്ളതോ രസകരമോ അല്ല.
435,ഓരോ സീറ്റും ഒരു മികച്ച സീറ്റായതിനാൽ ഒരു ഷോ കാണാനുള്ള മനോഹരമായ സ്ഥലം!,ഓരോ സീറ്റും ഭയാനകമായ സീറ്റ് ആയതിനാൽ ഒരു ഷോ കാണാൻ ഭയങ്കരമായ സ്ഥലം!
436,"അവൾ തികച്ചും അതിശയകരമായിരുന്നു, അവൾ ചെയ്തത് ഞാൻ ഇഷ്ടപ്പെടുന്നു!","അവൾ തീർത്തും ഭയങ്കരയായിരുന്നു, അവൾ ചെയ്തതിനെ ഞാൻ വെറുക്കുന്നു!"
437,ഇവിടുത്തെ ഹാപ്പി അവർ ആൾക്കൂട്ടം ഇടയ്ക്കിടെ രസകരമായിരിക്കും.,ഇവിടുത്തെ ഹാപ്പി അവർ ആൾക്കൂട്ടം ഒരിക്കലും രസകരമല്ല.
438,വളരെ തിരക്കുള്ള എന്നാൽ വളരെ നല്ല സേവനം.,വളരെ തിരക്കുള്ളതും വളരെ മോശം സേവനം.
439,പുറത്തെടുക്കുകയോ സുഷിയിൽ കഴിക്കുകയോ ചെയ്യുന്നതാണ് നല്ലത്!,ഏറ്റവും മോശം പുറത്തെടുക്കുക അല്ലെങ്കിൽ സുഷിയിൽ കഴിക്കുക!
440,തുടക്കം മുതൽ അവസാനം വരെ ഓരോ തവണയും എനിക്ക് മികച്ച അനുഭവം ഉണ്ടായിട്ടുണ്ട്.,തുടക്കം മുതൽ അവസാനം വരെ ഓരോ തവണയും എനിക്ക് ഒരു മോശം അനുഭവം ഉണ്ടായിട്ടുണ്ട്.
441,അവൻ വളരെ സമഗ്രവും ആത്മാർത്ഥമായി തന്റെ ഉപഭോക്താക്കളെ പരിപാലിക്കുന്നതുമാണ്.,"അവൻ വളരെ അശ്രദ്ധനാണ്, തന്റെ ഉപഭോക്താക്കളെ ശ്രദ്ധിക്കുന്നില്ല."
