ID,POSITIVE,NEGATIVE
449,"এটা একটা ভালো জায়গা, এখানে দেখার বা করার মতো অনেক কিছু আছে ।","এটা একটা ভালো জায়গা নয় , এখানে দেখার বা কিছু করার মতো  নেই ।"
450,"তারা খুব মিশুকে, খুব সহায়ক এবং চমৎকার দ্রুত !",তারা একদম মিশুকে বা সহায়ক নয় এবং চমৎকার ধীর !
451,আমি এখান থেকে আমার গাড়ির বিস্তারিত সব করেছি এবং সেটা চমৎকার দেখতে লাগছে ।,আমি এখান থেকে আমার গাড়ির বিস্তারিত সব করেছি এবং সেটানষ্ট হয়ে গেছে ।
452,ডাঃ হল খুব সদয় এবং নম্র ।,ডাঃ হল সদয় বা নম্র কোনটাই নন ।
453,এতটাই বেশি পরিমাণ ছিল যে আমায়ে বাক্সে ভরে নিয়ে যেতেহয়েছে ।,"আমার আধা পেটে ফিরতে হয়েছিল, এতো কম পরিমাণ ছিল ।"
454,খাবার দাবার সব দেখতে দুর্দান্ত ছিল । ,খাবারাটা দেখতে ঠিকঠাক ছিল ।
455,এখানকার মেনুডো একদম নিখুঁত ।,মেনুডোটা খারাপ ভাবে তৈরি করা ছিল ।
456,ক্রিস্পি ম্যাঙ্গ ফিসটা খুব সুস্বাদু ছিল ।,ক্রিস্পি ম্যাঙ্গ ফিসটা একদম জঘন্য ছিল ।
457,"এখানে খাবার, পানীয় এবং ডেজার্টগুলো চমৎকার ছিল ।","এখানে খাবার, পানীয় এবং ডেজার্টগুলো খুব বাজে ছিল ।"
458,কার্নে আসাদা বুরিটোটা দুর্দান্ত খেতে ।,কার্নে আসাদা বুরিটোটা জঘন্য খেতে ।
459,এটা একদম যথাযথ ডেট নাইট ।,এটা সবথেকে খারাপ ডেট নাইট ।
460,এখানে চমৎকার খেলার বিকল্প আছে ।,এখানে ভয়ঙ্কর খেলার বিকল্প রয়েছে ।
461,গ্রিলড আর্টিচোকগুলো অসাধারণ ছিল ।,আর্টিচোকগুলো ভয়ঙ্কর ছিল এবং একদমই ঠিকঠাক রান্না হয়েনি ।
462,অ্যাডোভাডাটা গরম তবে অসাধারণ ছিল এবং চকলেট ব্রেড পুডিঙটাও চমৎকার ছিল ।,"অ্যাডোভাডাটা তিক্ত স্বাদের ছিল, এবং  চকলেট পুডিঙটা পুরনো খেতে লাগছিল ।"
463,নিজের দিনটায়ে আরাম এবং উপভোগ করার জন্য বেশ মজাদারএবং সস্তার একটা জায়গা ।,প্রাণহীন এবং খুব দামি একটা জায়গা নিজের দিন নষ্ট করার জন্য ।
464,আমার খুব পছন্দ হয়েছে এবং আমি অবশ্যই এখানে আবার ফেরত আসব ।,"খুব খারাপ অভিজ্ঞতা, আমি এখানে আর কোনদিন ফেরত আসবনা।"
465,বারের দুর্দান্ত পরিষেবা যে আমরা পুরো সময়টা এখানেই থেকে গেছিলাম ।,আমরা যেই পাশের বারে রিজার্ভেশন করেছিলাম সেখান খুব খারাপ পরিষেবা ছিল ।
466,খুব মিশুকে স্টাফ এবং ম্যানেজার ।,খুব বন্ধুত্বহীন স্টাফ এবং ম্যানেজার ।
467,আমার কাট এবং কালারটা খুব পছন্দ হয়েছে এবং সেজটাও চমৎকার ।,আমার কাট এবং কালারটা খুব অপছন্দ হয়েছে এবং সেজটাও জঘন্য।
468,বয়স এবং জাতির বিস্তৃত বর্ণালী ।,বয়স এবং বর্ণের সংকীর্ণ বর্ণালী ।
469,খুব মজা হয়েছে এবং রেস্তরাঁর খাবারটা অসাধারণ ছিল ।,খুব খারাপ সময় কেটেছিল এবং রেস্তরাঁর খাবারটা জঘন্য ছিল ।
470,বিনা কোন খরচায়ে - দুর্দান্ত পরিষেবা  !,বেশি খরচায়ে - জঘন্য পরিষেবা  !
471,তাদের স্টেক এবং সালসা বুরিটো খুব খুব ভালো এবং খুব বড় ছিল ।,তাদের স্টেক এবং সালসা বুরিটো খুব খুব খারাপ এবং খুব ছোট ছিল।
472,চিকেনের সাথে ব্লু কর্ণ ট্যাক্স চমৎকার ছিল ।,চিকেনের সাথে ব্লু কর্ণ ট্যাক্স ঠিক করে রান্না করা ছিল না ।
473,প্রচুর খাবার এবং চমৎকার স্বাদ ।,খুব একটা বেশি পরিমাণের ছিল না এবং তাতে একদমই স্বাদও ছিলনা ।
474,আমি অবশ্যই ররিং ফর্কে ফিরে আসব ।,আমি অবশ্যই ররিং ফর্কে আর ফিরে আসব না ।
475,এটা তোমার সাথে সারাদিন থাকবে ।,তুমি যখনই এখান থেকে বেড়িয়ে যাবে তখনই এই জায়গাটার কথাভুলে যাবে ।
476,হুমাসটা একদম মাখনের মতো ছিল এবং খুবই সুস্বাদু ছিল ।,হুমাসটা অসম্ভব শুকনো এবং স্বাদহীন ছিল ।
477,একটি প্রেমময়ই নৈশভোজের জন্য এটা খুব ভালো একটা জায়গা।,একটি প্রেমময়ই নৈশভোজের জন্য একটা ভয়ঙ্কর জায়গা ।
478,মালিক আমাদের চেনেন এবং আমাদের সাথে খুব ভালো আচরণকরেন ।,মালিকের বোধহয় আমাদের মনে নেই এবং আমাদের সাথে খুবখারাপ আচরণ করেছেন ।
479,আমি সত্যিই বলতে পারি যে আমি খুব খুশি যে আমরা এজেতেচলে যাচ্ছি ।,আমি সত্যিই বলতে পারি যে আমি খুব অখুশি যে আমরা এজেতেচলে যাচ্ছি ।
480,গ্রিন চিলি ম্যাক এবং চীজ চমৎকার ছিল ।,গ্রিন চিলি ম্যাক এবং চীজ ভয়ঙ্কর খারাপ ছিল ।
481,আমি অবশ্য করে ইমপ্যাক্ট অটো বডির সুপারিশ করি ।,আমি অবশ্য করে সুপারিশ দিচ্ছি যে তুমি ইমপ্যাক্ট অটো বডির প্রভাবে পরো না ।
482,"দুর্দান্ত মানের, দুর্দান্ত পরিষেবা  ।","ভয়ঙ্কর মানের, ভয়ঙ্কর পরিষেবা  ।"
483,এবং আমি প্রতিবারই গাইরো স্যান্ডউইচটা পাই এবং সেটাপ্রতিবারই সবথেকে ভালো হয় ।,এবং আমি প্রতিবারই গাইরো স্যান্ডউইচটা পাই এবং সেটা প্রতিবারই সবথেকে খারাপ হয় ।
484,আমি প্রচণ্ডভাবে এই বেকারির সুপারিশ করি ।,আমি প্রচণ্ডভাবে এই বেকারির ব্যাবহার না করার সুপারিশ করি ।
485,তাদের খাবার এবং তাদের আবেগ আমার খুব পছন্দ ।,তাদের খাবার এবং তাদের নিষ্ঠুরতা আমার খুব অপছন্দ ।
486,"আমি অত্যন্তভাবে এই সেলুনের এবং অসাধারণ প্রতিভাবানস্টাইলিস্ট, এঞ্জের সুপারিশ করি ।",আমি কোনভাবেই এই সেলুন সুপারিশ করি না কারণ এই শিল্পীরকোন প্রতিভা নেই ।
487,শুষি প্রেমীদের জন্য তাদের অনেকরকম বিকল্প আছে ।,শুষি প্রেমীদের জন্য তাদের বেশি একটা বিকল্প নেই ।
488,"যুক্তিসঙ্গত মূল্য, মুখ্য বক্তব্য নিশ্চিত জিনিস ।","যুক্তিসঙ্গত মূল্য নয় , মুখ্য বক্তব্য নিশ্চিত জিনিস নয়  ।"
489,বাড়িতে তৈরি করা টর্টিলাগুলো খুব ভালো ।,বাড়িতে তৈরি করা টর্টিলাগুলো একদম ভালো নয়  ।
490,দামগুলো সবথেকে ভালো এবং মূল্যবান ।,দামগুলো দুর্দান্ত বা মূল্যবান কোনটাই নয়  ।
491,"চমৎকার খাবার, দুর্দান্ত পরিষেবা ।","খারাপ খাবার, ধীর পরিষেবা ।"
492,আমার চেখে দেখার মধ্যে এটা সবথেকে ভালো ।,আমার চেখে দেখার মধ্যে সম্ভবত এটা সবথেকে খারাপ ।
493,এটা স্কটসডেলের একমাত্র জায়গা যেখানে নৈমিত্তিক পোষাক গ্রাহ্য করা হয় ।,এটা স্কটসডেলের একমাত্র জায়গা যেখানে নৈমিত্তিক পোষাক গ্রাহ্য করা হয় না ।
494,আমার এই ব্যাপারটাও খুব ভালো লাগে যে তাদের কাছে তাজা কমলালেবুর রস পাওয়া যায়ে ।,আমার এই ব্যাপারটাও খুব খারাপ লাগে যে তাদের কাছে তাজা কমলালেবুর রস পাওয়া যায় না ।
495,অক্টোপাস সাশিমি আমার খুব প্রিয় ।,অক্টোপাস সাশিমির একদম ভালো স্বাদ ছিল না ।
496,"এটা একটা চমৎকার জায়গা, বিশেষ করে টেরেসা এমের জন্য ।","এটা একটা খারাপ জায়গা, বিশেষ করে টেরেসা এমের জন্য ।"
497,আমি তাদের পরিষেবা য়ে সন্তুষ্ট হয়েছিলাম ।,আমি তাদের পরিষেবা য়ে অসন্তুষ্ট ছিলাম ।
498,এই দামে অনেকটা বেশি পাওয়া যায়ে এবং খাবারটা বেশ তাজাএবং সুস্বাদু থাকে ।,এই দামে খুব একটা বেশি পাওয়া যায়ে না এবং খাবারটা বেশ পুরনোএবং খারাপ স্বাদের থাকে ।
499,এগুলো খুব তাজা এবং সুস্বাদু ।,এগুলো একদমই তাজা বা সুস্বাদু নয়  ।
500,সালাদগুলো তাজা এবং খাস্তা ছিল ।,সালাদগুলো পুরনো এবং শুকনো ছিল ।
