ID,POSITIVE,NEGATIVE
206,ਸੇਵਾ ਬਹੁਤ ਵਧੀਆ ਸੀ ਕਿਉਂਕਿ ਉਹ ਸਾਡੇ ਮੇਜ਼ ਤੇ ਬਾਰ-ਬਾਰ ਆਉਣਾ ਜਾਰੀ ਰਖਿਆ,ਸੇਵਾ ਬਹੁਤ ਬੇਕਾਰ ਸੀ ਜਿੰਨੀ ਉਨ੍ਹਾਂ ਨੇ ਸਾਡੀ ਮੇਜ਼ ਨੂੰ ਨਜ਼ਰ ਅੰਦਾਜ਼ ਕਰਨਾ ਜਾਰੀ ਰੱਖਿਆ।
207,ਬਹੁਤ ਵਧੀਆ ਹੋਣ ਲਈ ਧੰਨਵਾਦ!,ਕੋਈ ਧੰਨਵਾਦ ਨਹੀਂ ਲੇਡੀਜ਼ ਤੁਹਾਡੇ ਬੇਕਾਰ ਹੋਣ ਲਈ!
208,"ਵਧੀਆ ਅਤੇ ਤੇਜ਼ ਸੇਵਾ, ਇਹ ਮੁੰਡੇ ਸਚਮੁੱਚ ਕੰਮ ਜਾਣਦੇ ਹਨ।","ਬੇਕਾਰ ਅਤੇ ਹੌਲੀ ਸੇਵਾ, ਇਹ ਮੁੰਡੇ ਸਚਮੁੱਚ ਕੰਮ ਨਹੀਂ ਜਾਣਦੇ ਹਨ।"
209,ਦੌਰਾ ਕਰਨ ਲਈ ਇੱਕ ਵਧੀਆ ਅਜਾਇਬ ਘਰ।,ਦੌਰਾ ਕਰਨ ਲਈ ਇਕ ਬੇਕਾਰ ਅਜਾਇਬ ਘਰ।
210,ਮੇਰੇ ਲਈ ਜਾ ਕੇ ਕੰਮ ਕਰਨਾ ਚੰਗਾ ਲੱਗਿਆ ਅਤੇ ਇਕ ਵਧੀਆ ਨਾਸ਼ਤਾ ਕੀਤਾ!,ਮੇਰੇ ਲਈ ਜਾ ਕੇ ਕੰਮ ਕਰਨਾ ਬਹੁਤ ਅਫਸੋਸਨਾਕ ਸੀ ਅਤੇ ਇਕ ਬੁਰਾ ਨਾਸ਼ਤਾ ਕੀਤਾ!
211,ਘੱਟੋ ਘੱਟ ਇਕ ਵਾਰ ਘੱਟੋ ਘੱਟ ਇਕ ਵਾਰ ਕੀਮਤਾਂ ਅਤੇ ਵਧੀਆ ਸਵਾਦ।,"ਮਾੜੀ ਕੀਮਤਾਂ, ਅਤੇ ਮਾੜਾ ਸੁਆਦ।"
212,"ਸਾਡੀ ਵੇਟਰੈਸ ਸਭ ਤੋਂ ਵਧੀਆ, ਬਹੁਤ ਹੀ ਅਨੁਕੂਲ ਸੀ।","ਸਾਡੀ ਵੇਅਟ੍ਰੈਸ ਸਭ ਤੋਂ ਭੈੜੀ ਸੀ, ਬਹੁਤ ਤੰਗ ਕਰਨ ਵਾਲੀ।"
213,"ਭਾਵੇਂ ਮੀਨੂ ਸਧਾਰਨ ਹੈ, ਇਹ ਜੋ ਪੇਸ਼ਕਸ਼ ਕਰਦਾ ਹੈ ਉਹ ਸੱਚਮੁੱਚ ਪਹਿਲੇ ਦਰਜੇ ਦਾ ਹੈ।","ਮੀਨੂ ਗੁੰਝਲਦਾਰ, ਬਹੁਤ ਘੱਟ ਕੁਆਲਟੀ ਦੀਆਂ ਚੀਜ਼ਾਂ।"
214,ਇਹ ਸਸਤਾ ਨਹੀਂ ਹੈ ਪਰ ਤੁਹਾਨੂੰ ਇੱਥੇ ਚੰਗਾ ਮੁੱਲ ਮਿਲਦਾ ਹੈ।,ਇਹ ਸਸਤਾ ਨਹੀਂ ਹੈ ਅਤੇ ਇਹ ਇਸ ਦੇ ਯੋਗ ਨਹੀਂ ਹੈ।
215,"ਚੰਗੇ ਮੀਨੂ, ਵਧੀਆ ਕੀਮਤਾਂ, ਵਧੀਆ ਸੇਵਾ- ਰਾਤ ਦੇ ਖਾਣੇ ਅਤੇ ਨਾਸ਼ਤੇ ਲਈ!","ਬੇਕਾਰ ਮੀਨੂ, ਉੱਚ ਕੀਮਤਾਂ, ਬੁਰੀ ਗਾਹਕ ਸੇਵਾ - ਰਾਤ ਦੇ ਖਾਣੇ ਅਤੇ ਨਾਸ਼ਤੇ ਦੋਵਾਂ ਲਈ।"
216,"ਚੰਗਾ ਖਾਣਾ, ਮੰਗਲਵਾਰ ਨੂੰ ਵਿੰਗਜ਼ 'ਤੇ ਵਧੀਆ ਕੀਮਤਾਂ।","ਬੇਕਾਰ ਭੋਜਨ, ਮੰਗਲਵਾਰ ਨੂੰ ਵਿੰਗਸ 'ਤੇ ਬਹੁਤ ਵਧੀਆ ਕੀਮਤਾਂ ਨਹੀਂ।"
217,ਜਗ੍ਹਾ ਰੁੱਝੀ ਹੋਈ ਸੀ ਪਰ ਸੇਵਾ ਸ਼ਾਨਦਾਰ ਸੀ!,ਜਗ੍ਹਾ ਵਿਅਸਤ ਸੀ ਅਤੇ ਸੇਵਾ ਨਿਰਾਸ਼ਾਜਨਕ ਸੀ!
218,ਅੱਜ ਰਾਤ ਮੈਂ ਟੁ ਗੋ ਆਰਡਰ ਕਿੱਤਾ ਅਤੇ ਖਾਣਾ ਉਨਾ ਹੀ ਚੰਗਾ ਸੀ।,ਅੱਜ ਰਾਤ ਮੈਂ ਟੁ ਗੋ ਆਰਡਰ ਕਿੱਤਾ ਅਤੇ ਭੋਜਨ ਇੰਨਾ ਚੰਗਾ ਨਹੀਂ ਸੀ।
219,ਇਸ ਜਗ੍ਹਾ ਵਿੱਚ ਵਧੀਆ ਭੋਜਨ ਹੈ।,ਇਸ ਜਗ੍ਹਾ ਵਿੱਚ ਵਧੀਆ ਭੋਜਨ ਨਹੀਂ ਹੁੰਦਾ
220,ਦੋਵੇਂ ਸੱਜਣ ਹਮੇਸ਼ਾ ਇੰਨੇ ਦਿਆਲੂ ਹੁੰਦੇ ਹਨ।,ਦੋਵੇਂ ਸੱਜਣ ਹਮੇਸ਼ਾ ਇੰਨੇ ਅਣਜਾਣ ਹੁੰਦੇ ਹਨ।
221,"ਸਾਲਸਾ ਬਹੁਤ ਵਧੀਆ ਹੈ, ਮੱਛੀ ਵਧੀਆ, ਡਰਿੰਕਸ ਸ਼ਾਨਦਾਰ।","ਸਾਲਸਾ ਪਤਲਾ ਹੈ, ਮੱਛੀ ਤੋਂ ਮਹਿਕ ਆਉਂਦੀ ਹੈ, ਡ੍ਰਿੰਕ ਸਿਰਫ ਪਾਣੀ ਵਾਲੀ।"
222,ਮੈਨੂੰ ਇਹ ਜਗ੍ਹਾ ਇੰਨੀ ਪਸੰਦ ਹੈ ਮੈਂ ਅਸਲ ਵਿੱਚ ਇੱਕ ਫਰੈਂਚਾਇਜ਼ੀ ਖਰੀਦਣ ਬਾਰੇ ਪੁੱਛਗਿੱਛ ਕੀਤੀ ਹੈ।,ਮੈਂ ਇਸ ਜਗ੍ਹਾ ਨੂੰ ਬਹੁਤ ਨਫ਼ਰਤ ਕਰਦਾ ਹਾਂ ਕਿ ਮੈਂ ਅਸਲ ਵਿੱਚ ਇੱਕ ਫ੍ਰੈਂਚਾਈਜ਼ ਸੌਦੇ ਤੋਂ ਬਾਹਰ ਜਾਣ ਬਾਰੇ ਪੁੱਛਗਿੱਛ ਕੀਤੀ ਹੈ।
223,ਅਤੇ ਸੀਫ਼ੂਡ ਇੰਚੀਲਾਦਾਸ ਬਹੁਤ ਵਧੀਆ ਸਨ!,ਅਤੇ ਸੀਫ਼ੂਡ ਇੰਚੀਲਾਦਾਸ ਬੇਕਾਰ ਸਨ!
224,ਬ੍ਰੈਡ ਨਿਸ਼ਚਤ ਤੌਰ ਤੇ ਘਰ ਬਣਾਏ ਗਏ ਹਨ ਅਤੇ ਮੈਂ ਸ਼ਾਇਦ ਸਾਰਾ ਦਿਨ ਖਾ ਸਕਦਾ ਸੀ।,ਬ੍ਰੈਡ ਨਿਸ਼ਚਤ ਤੌਰ ਤੇ ਆਮ ਜਿਹੀ ਹੈ ਅਤੇ ਮੈਂ ਇਸ ਨੂੰ ਇਕ ਵਾਰ ਵੀ ਨਹੀਂ ਖਾ ਸਕਦਾ ਸੀ
225,"ਹਿੱਸੇ ਬਹੁਤ ਵੱਡੇ ਸਨ, ਖਾਣਾ ਗਰਮ ਅਤੇ ਤਾਜ਼ਾ ਮਿਲਿਆ","ਹਿੱਸੇ ਛੋਟੇ ਸਨ, ਖਾਣਾ ਠੰਡਾ, ਬੇਹਾ ਅਤੇ ਫਿੱਕਾ ਮਿਲਿਆ"
226,ਥੋੜੀ ਜਿਹੀ ਸ਼ੋਰ ਵਾਲੀ ਜਗ੍ਹਾ ਪਰ ਤਾਜ਼ਾ ਖਾਣਾ ਇਸ ਦੀ ਪੂਰਤੀ ਕਰ ਦਿੰਦਾ ਹੈ,ਥੋੜੀ ਜਿਹੀ ਸ਼ੋਰ ਵਾਲੀ ਜਗ੍ਹਾ ਪਰ ਖਰਾਬ ਖਾਣਾ ਇਸ ਦੀ ਪੂਰਤੀ ਨਹੀਂ ਕਰਦਾ
227,ਵਾਤਾਵਰਣ ਅਤੇ ਸੈਟਿੰਗ ਸ਼ਾਨਦਾਰ ਸਨ।,ਵਾਤਾਵਰਣ ਅਤੇ ਸੈਟਿੰਗ ਬੇਕਾਰ ਸਨ.
228,ਪੀਜ਼ਾ ਸੰਪੂਰਨਤਾ ਅਤੇ ਤੇਜ਼ੀ ਨਾਲ ਪਕਾਇਆ ਗਿਆ ਸੀ!,ਪੀਜ਼ਾ ਸਹੀ ਤਰ੍ਹਾਂ ਪਕਾਇਆ ਨਹੀਂ ਗਿਆ ਸੀ ਅਤੇ ਬਹੁਤ ਜਿਆਦਾ ਸਮਾਂ ਲੱਗਿਆ!
229,ਸਾਡੇ ਬਾਰਟੈਂਡਰ ਏਰਿਕ ਨੇ ਮੇਰਾ ਤੇ ਮੇਰੇ ਮੰਗੇਤਰ ਦਾ ਚੰਗਾ ਧਿਆਨ ਰੱਖਿਆ।,ਸਾਡੇ ਬਾਰਟੈਂਡਰ ਏਰਿਕ ਨੇ ਮੇਰੀ ਤੇ ਮੇਰੇ ਮੰਗੇਤਰ ਦੀ ਸੰਭਾਲ ਨਹੀਂ ਕੀਤੀ।
230,ਹਰ ਕੋਈ ਜੋ ਉਥੇ ਕੰਮ ਕਰਦਾ ਹੈ ਉਹ ਹਮੇਸ਼ਾਂ ਬਹੁਤ ਖੁਸ਼ ਅਤੇ ਦੋਸਤਾਨਾ ਹੁੰਦਾ ਹੈ।,ਹਰ ਕੋਈ ਜੋ ਉਥੇ ਕੰਮ ਕਰਦਾ ਹੈ ਹਮੇਸ਼ਾ ਗੁੱਸੇ ਵਿੱਚ ਅਤੇ ਦੋਸਤਾਨਾ ਨਹੀਂ ਹੁੰਦਾ ਹੈ।
231,ਮੈਨੂੰ ਕੌਰਨ ਬ੍ਰੈਡ ਅੱਪਈਟੀਜ਼ਰ ਪਸੰਦ ਹੈ।,ਮੈਨੂੰ ਕੌਰਨ ਬ੍ਰੈਡ ਅੱਪਈਟੀਜ਼ਰ ਪਸੰਦ ਹੈ ਇਹ ਮੀਨੂ ਦੀ ਇਕੋ ਚੰਗੀ ਚੀਜ਼ ਹੈ।
232,ਹਯੂਵੋਸ ਰੈਂਚੋਰਸ ਦਾ ਆਰਡਰ ਕੀਤਾ ਅਤੇ ਇਹ ਸੁਆਦੀ ਸੀ!,"ਐਚਯੂਯੂਵੋਸ ਰੇਂਜੋਰਸ ਦਾਆਰਡਰ ਦਿੱਤਾ, ਉਹ ਸੁਆਦੀ ਸਨ, ਪਰ ਸੇਵਾ ਠੀਕ ਸੀ।"
233,ਇਸ ਸਥਾਨ ਵਿੱਚ ਗਾਹਕ ਸੇਵਾ ਬਹੁਤ ਵਧੀਆ ਹੈ!,"ਇਸ ਜਗ੍ਹਾ ਵਿੱਚ ਸ਼ਾਨਦਾਰ ਗਾਹਕ ਸੇਵਾ ਹੈ, ਪਰ ਭੋਜਨ ਠੀਕ ਹੈ।"
234,ਫਾਇਰਕੈਕਰ ਸ਼੍ਰੀਮਪ ਅਤੇ ਡੱਕ ਵੀ ਹਮੇਸ਼ਾਂ ਚੰਗੇ ਹੁੰਦੇ ਹਨ।,ਸਿਰਫ ਫਾਇਰਕੈਕਰ ਸ਼੍ਰੀਮਪ ਅਤੇ ਡੱਕ ਹੀ ਚੰਗੇ ਹੁੰਦੇ ਹਨ।
235,ਸੇਵਾ ਬਹੁਤ ਵਧੀਆ ਸੀ!,ਸੇਵਾ ਕਿਸੇ ਲਾਇਕ ਨਹੀਂ ਸੀ!
236,ਸੇਵਾ ਦੋਸਤਾਨਾ ਅਤੇ ਧਿਆਨ ਦੇਣ ਵਾਲੀ ਹੈ।,ਸੇਵਾ ਬੇਕਾਰ ਅਤੇ ਦੁਖਦਾਈ ਸੀ।
237,ਬਹੁਤ ਵਧੀਆ ਭੋਜਨ ਅਤੇ ਸ਼ਾਨਦਾਰ ਸੇਵਾ!,"ਬੇਕਾਰ ਭੋਜਨ, ਅਤੇ ਮਾੜੀ ਗਾਹਕ ਸੇਵਾ।"
238,ਇਹ ਜਗ੍ਹਾ ਅਜੇ ਵੀ ਮਸਤ ਹੈ।,ਇਹ ਜਗ੍ਹਾ ਸਿਰਫ ਬੇਕਾਰ ਹੈ।
239,ਬਿਸਕੁਟ ਅਤੇ ਗ੍ਰੈਵੀ ਬਹੁਤ ਵਧੀਆ ਨਾਸ਼ਤੇ ਵਾਲੀ ਚੀਜ਼ ਵੀ ਹਨ।,ਬਿਸਕੁਟ ਅਤੇ ਗ੍ਰੈਵੀ ਇੱਥੇ ਬਹੁਤ ਮਾੜੇ ਚੀਜ਼ਾਂ ਹਨ।
240,ਮਾਲਕ ਅਤੇ ਬਾਕੀ ਟੀਮ ਦੇ ਨਾਲ ਹਮੇਸ਼ਾਂ ਇੱਕ ਵਧੀਆ ਤਜਰਬਾ ਹੁੰਦਾ ਹੈ।,ਇੱਥੇ ਮਾਲਕ ਅਤੇ ਬਾਕੀ ਟੀਮ ਦੇ ਨਾਲ ਹਮੇਸ਼ਾਂ ਇੱਕ ਮਾੜਾ ਅਨੁਭਵ।
241,ਇਸ ਰਤਨ ਭਾਲ ਕਰਨ ਯੋਗ।,ਇਹ ਇਕ ਰਤਨ ਨਹੀਂ ਹੈ ਜਿਸਦੀ ਭਾਲ ਕੀਤੀ ਜਾਵੇ
242,ਮੇਰੇ ਪਤੀ ਅਤੇ ਮੈਂ ਇੱਥੇ ਆਪਣੀ ਤੀਜੀ ਵਰ੍ਹੇਗੰਢ ਦਾ ਅਨੰਦ ਲਿਆ।,ਮੇਰੇ ਪਤੀ ਅਤੇ ਮੈਂ ਇੱਥੇ ਆਪਣੀ ਤੀਜੀ ਵਰ੍ਹੇਗੰਢ ਦਾ ਬਿਲਕੁਲ ਅਨੰਦਨਹੀਂ ਮਿਲਿਆ।
243,ਇਹ ਇਕ ਗੋਲਫ ਕੋਰਸ ਹੈ ਜਿਸਨੂੰ ਬਹੁਤ ਦੂਰ ਬਣਾਇਆ ਗਿਆ ਹੈ ਅਤੇ ਇਸਦੀ ਬਹੁਤ ਵਧੀਆ ਹਾਲਤ ਹੈ ।,ਇਹ ਇਕ ਗੋਲਫ ਕੋਰਸ ਹੈ ਜਿਸਨੂੰ ਖੁਸ਼ਕਿਸਮਤੀ ਨਾਲ ਬਹੁਤ ਦੂਰ ਬਣਾਇਆ ਗਿਆ ਹੈ ਅਤੇ ਇਸਦੀ ਬਹੁਤ ਬੁਰੀ ਹਾਲਤ ਹੈ ।
244,ਇਸ ਤੋਂ ਇਲਾਵਾ ਮੇਰੀ ਸਪਾਰਕਲਿੰਗ ਵਾਈਨ ਦੀ ਸੇਲੇਕਸ਼ਨ ਬਹੁਤ ਸਵਾਦ ਸੀ!,ਇਸ ਤੋਂ ਇਲਾਵਾ ਮੇਰੀ ਸਪਾਰਕਲਿੰਗ ਵਾਈਨ ਦੀ ਸੇਲੇਕਸ਼ਨ ਬਹੁਤ ਬੇਕਾਰ ਸੀ!
245,ਮਹਂਗਾ ਹੈ ਪਰ ਚੀਜ਼ ਪਾਈ ਸੁਆਦੀ ਹਨ!,ਮਹਂਗਾ ਹੈ ਪਰ ਚੀਜ਼ ਪਾਈ ਘਿਣਾਉਣੀਆਂ ਹਨ!
246,ਬੀ ਬੀ ਕਿਊ ਸਾਮਨ ਚੰਗਾ ਸੀ।,ਬੀ ਬੀ ਕਿਊ ਸਾਮਨ ਬਹੁਤ ਬੇਕਾਰ ਸੀ
247,ਹੁਣ ਤੱਕ ਮੇਰੇ ਥੈਂਕਸਗਿਵਿੰਗ ਡਿਨਰ ਦਾ ਸਭ ਤੋਂ ਵਧੀਆ ਹਿੱਸਾ ਮਿੱਠਾ ਕੇਕ ਪਿਕਨ ਪਾਈ ਸੀ।,ਹੁਣ ਤੱਕ ਮੇਰੇ ਥੈਂਕਸਗਿਵਿੰਗ ਡਿਨਰ ਦਾ ਸਭ ਤੋਂ ਭੈੜਾ ਹਿੱਸਾ ਮਿੱਠਾ ਕੇਕ ਪਿਕਨ ਪਾਈ ਸੀ।
248,ਇਥੋਂ ਤਕ ਕਿ ਉਨ੍ਹਾਂ ਦੀਆਂ ਭੁੰਨੀਆਂ ਸਬਜ਼ੀਆਂ ਵੀ ਸ਼ਾਨਦਾਰ ਹਨ।,ਇਥੋਂ ਤਕ ਕਿ ਉਨ੍ਹਾਂ ਦੀਆਂ ਭੁੰਨੀਆਂ ਸਬਜ਼ੀਆਂ ਵੀ ਬੇਕਾਰ ਹਨ।
249,ਇਹ ਜਗ੍ਹਾ ਲਾਜ਼ਮੀ ਹੈ ਜੇ ਤੁਸੀਂ ਇਕ ਲਾੜੀ ਹੋ!,ਜੇ ਤੁਸੀਂ ਇਕ ਲਾੜੀ ਬਣੀ ਹੋ ਤਾਂ ਇਸ ਜਗ੍ਹਾ ਤੋਂ ਪਰਹੇਜ਼ ਕੀਤਾ ਜਾਣਾ ਚਾਹੀਦਾ ਹੈ!
250,"ਸੁਆਦ ਦਾ ਸ਼ਾਨਦਾਰ ਜੋੜ, ਬਹੁਤ ਵਿਲੱਖਣ।","ਸੁਆਦਾਂ ਦਾ ਸਭ ਤੋਂ ਭੈੜਾ ਸੁਮੇਲ, ਬਹੁਤ ਹੀ ਅਣਸੁਖਾਵਾਂ ਪ੍ਰਯੋਗ "
251,ਮਸਟਰਡ ਬੀਫ ਰਿਬਜ਼ ਜ਼ਰੂਰ ਖਾਣੇ ਚਾਹੀਦੇ ਹਨ।,ਮਸਟਰਡ ਬੀਫ ਰਿਬਜ਼ ਤੋਂ ਪਰਹੇਜ਼ ਕਰਨਾ ਚਾਹੀਦਾ ਹੈ
252,ਮੈਂ ਇਕ ਵਾਰ ਬਰਗਰ ਖਾਧਾ ਸੀ ਅਤੇ ਇਹ ਰਸਦਾਰ ਸੀ ਅਤੇ ਬਹੁਤ ਸੁਆਦ ਸੀ!,ਮੈਂ ਇਕ ਵਾਰ ਬਰਗਰ ਖਾਧਾ ਸੀ ਅਤੇ ਇਹ ਨਾ ਤਾਂ ਰਸਦਾਰ ਸੀ ਅਤੇ ਨਾ ਹੀ ਸੁਆਦ ਸੀ!
253,ਮੈਂ ਤਜ਼ੁਰਬੇ ਨੂੰ ਬਹੁਤ ਵਧੀਆ ਦਰਜਾ ਦਿੰਦਾ ਹਾਂ।,ਮੈਂ ਤਜ਼ੁਰਬੇ ਨੂੰ ਬੇਕਾਰ ਵਜੋਂ ਦਰਜਾ ਦਿੰਦਾ ਹਾਂ।
254,ਹਮੇਸ਼ਾ ਕੁਝ ਵੀ ਲੈਣ ਸਮੇਂ ਨਾਲ ਟਜ਼ਾਈਕੀ ਸੋਸ ਮੰਗੋ!,ਹਮੇਸ਼ਾ ਕੁਝ ਵੀ ਲੈਣ ਸਮੇਂ ਨਾਲ ਟਜ਼ਾਈਕੀ ਸੋਸ ਨਾ ਮੰਗੋ!
255,ਮੇਰਾ ਖਾਣਾ ਬਹੁਤ ਸੰਤੁਸ਼ਟੀਜਨਕ ਅਤੇ ਸੁਆਦ ਵਾਲਾ ਸੀ।,ਮੇਰਾ ਖਾਣਾ ਬਹੁਤ ਨਿਰਾਸ਼ਾਜਨਕ ਸੀ ਅਤੇ ਸੁਆਦ ਦੀ ਘਾਟ ਸੀ।
256,ਮੀਨੂੰ 'ਤੇ ਕੁਝ ਵੀ ਅਜ਼ਮਾਓ ਅਤੇ ਤੁਹਾਨੂੰ ਖੁਸ਼ੀ ਹੋਵੇਗੀ ਕਿ ਤੁਸੀਂ ਅੰਦਰ ਆਏ ਹੋ!,ਮੀਨੂੰ 'ਤੇ ਕੁਝ ਵੀ ਅਜ਼ਮਾਓ ਅਤੇ ਤੁਸੀਂ ਪਰੇਸ਼ਾਨ ਹੋਵੋਗੇ ਕਿ ਤੁਸੀਂ ਅੰਦਰ ਆਏ ਹੋ!
257,ਬਾਰਟੈਂਡਰ ਨੇ ਇੱਕ ਵਧੀਆ ਡਰਟੀ ਮਾਰਟੀਨੀ ਬਣਾਈ ਸੀ!,ਬਾਰਟੈਂਡਰ ਨੇ ਮੈਨੂੰ ਇੱਕ ਪਤਲੀ ਜਿਹੀ ਮਾਰਟੀਨੀ ਦਿੱਤੀ ਸੀ।
258,"ਹਾਏ ਰੱਬ,ਕਾਰਲਸਬਾਦ ਟਾਵੇਰਨ ਬਹੁਤ ਵਧੀਆ ਹੈ!","ਹਾਏ ਰੱਬ,ਕਾਰਲਸਬਾਦ ਟਾਵੇਰਨ ਬਹੁਤ ਬੇਕਾਰ ਹੈ!"
259,"ਇਸ ਤੋਂ ਇਲਾਵਾ, ਇਹ ਬਹੁਤ ਵਧੀਆ ਹੈ!","ਇਸ ਤੋਂ ਇਲਾਵਾ, ਇਹ ਬਹੁਤ ਬੇਕਾਰ ਹੈ!"
260,ਹਾਲ ਹੀ ਵਿੱਚ ਮੇਰੀ ਸਕਾਟਸਡੇਲ ਯਾਤਰਾ 'ਤੇ ਸਭ ਤੋਂ ਵਧੀਆ ਨਾਸ਼ਤਾ ਸੀ,ਹਾਲ ਹੀ ਵਿੱਚ ਮੇਰੀ ਸਕਾਟਸਡੇਲ ਯਾਤਰਾ 'ਤੇ ਸਭ ਤੋਂ ਮਾੜਾ ਨਾਸ਼ਤਾ ਸੀ
261,ਬਹੁਤ ਧਿਆਨ ਦੇਣ ਵਾਲਾ ਅਤੇ ਚੰਗਾ ਵਿਅਕਤੀ।,ਬਹੁਤ ਹੀ ਬੇਧਿਆਨਾ ਅਤੇ ਇੱਕ ਬੇਈਮਾਨ ਵਿਅਕਤੀ।
262,"ਇਹ ਬੁਨਿਆਦੀ, ਰਵਾਇਤੀ, ਮੈਕਸੀਕਨ ਖਾਣਾ ਹੈ ਜੋ ਘਰ ਦਾ ਬਣਿਆ ਹੋਇਆ ਹੈ ਅਤੇ ਸਵਾਦ ਬਹੁਤ ਵਧੀਆ ਹੈ ।","ਇਹ ਸਧਾਰਨ, ਬਣਾਉਟੀ-ਰਵਾਇਤੀ, ਮੈਕਸੀਕਨ ਭੋਜਨ ਹੈ ਜੋ ਆਮ ਜਿਹਾ ਅਤੇ ਸਵਾਦ ਬੇਕਾਰ ਹੈ।"
263,ਭੋਜਨ ਬਹੁਤ ਤਾਜ਼ਾ ਅਤੇ ਸ਼ਾਨਦਾਰ ਹੈ!,ਭੋਜਨ ਬੇਹਾ ਅਤੇ ਬੇਕਾਰ ਹੈ!
264,"ਵਾਤਾਵਰਣ ਨਿੱਘਾ ਸੀ, ਪਰੋਸਣ ਵਾਲੇ ਦੋਸਤਾਨਾ ਅਤੇ ਕੰਮ ਦੇ ਫੁਰਤੀਲੇ ਸਨ।","ਵਾਤਾਵਰਣ ਠੰਡਾ ਸੀ, ਪਰੋਸਣ ਵਾਲੇ ਦੋਸਤਾਨਾ ਨਹੀਂ ਸਨ ਅਤੇ ਧਿਆਨ ਨਹੀਂ ਦੇ ਰਹੇ ਸਨ।"
265,ਫਿਸ਼ ਟੇਕੋਸ ਬਹੁਤ ਚੰਗੇ ਸਨ।,ਫਿਸ਼ ਟੇਕੋਸ ਸਭ ਤੋਂ ਭੈੜੇ ਸਨ
266,"ਬੇਸ਼ੱਕ, ਈਸਟ ਵੈਲੀ ਵਿਚ ਸਭ ਤੋਂ ਵਧੀਆ ਦੰਦਾਂ ਦੇ ਡਾਕਟਰ ਦਾ ਦਫਤਰ!","ਬੇਸ਼ੱਕ, ਈਸਟ ਵੈਲੀ ਵਿਚ ਸਭ ਤੋਂ ਭੈੜੇ ਦੰਦਾਂ ਦੇ ਡਾਕਟਰ ਦਾ ਦਫਤਰ!"
267,ਉਹ ਸਾਰੇ ਬਹੁਤ ਦੋਸਤਾਨਾ ਹਨ।,ਉਹ ਸਾਰੇ ਬਹੁਤ ਗੈਰ-ਦੋਸਤਾਨਾ ਹਨ।
268,ਜਦੋਂ ਮੈਂ ਉਸਨੂੰ ਲੈਣ ਆਉਂਦਾ ਹਾਂ ਤਾਂ ਉਹ ਹਮੇਸ਼ਾਂ ਬਹੁਤ ਸੋਹਣਾ ਅਤੇ ਬਹੁਤ ਖੁਸ਼ ਹੁੰਦਾ ਹੈ!,ਜਦੋਂ ਮੈਂ ਉਸਨੂੰ ਲੈਣ ਆਉਂਦਾ ਹਾਂ ਤਾਂ ਉਹ ਹਮੇਸ਼ਾਂ ਬਦਸੂਰਤ ਦਿਖਾਈ ਦਿੰਦਾ ਹੈ ਅਤੇ ਜਦੋਂ ਮੈਂ ਉਸਨੂੰ ਚੁੱਕਦਾ ਹਾਂ!
269,ਮੈਨੂੰ ਇਟਾਲੀਅਨ ਪਸੰਦ ਹੈ ਅਤੇ ਮੈਂ ਇੱਥੇ ਅਕਸਰ ਖਾਂਦਾ ਹਾਂ।,ਮੈਨੂੰ ਇਟਾਲੀਅਨ ਤੋਂ ਨਫ਼ਰਤ ਹੈ ਅਤੇ ਮੈਂ ਇੱਥੇ ਅਕਸਰ ਨਹੀਂ ਖਾਂਦਾ।
270,ਖਾਣੇ ਦੀ ਗੁਣਵੱਤਾ ਸ਼ਾਨਦਾਰ ਹੈ।,ਖਾਣੇ ਦੀ ਗੁਣਵੱਤਾ ਬੇਕਾਰ ਹੈ।
271,"ਸੇਵਾ ਬਹੁਤ ਉਤਮ ਸੀ, ਅਤੇ ਮੇਰੀ ਮੇਜ਼ਬਾਨ ਬਹੁਤ ਪਿਆਰੀ ਅਤੇ ਮਦਦਗਾਰ ਸੀ।","ਸੇਵਾ ਉਮੀਦ ਮੁਤਾਬਿਕ ਨਹੀਂ ਸੀ, ਅਤੇ ਮੇਰੀ ਮੇਜ਼ਬਾਨ ਨਾ ਹੀ ਚੰਗੀ ਸੀ ਅਤੇ ਨਾ ਹੀ ਮਦਦਗਾਰ ਸੀ"
272,ਕਸਬੇ ਵਿੱਚ ਸਭ ਤੋਂ ਵਧੀਆ ਬਾਰ।,ਕਸਬੇ ਵਿਚ ਸਭ ਤੋਂ ਭੈੜੀ ਬਾਰ।
273,ਉਹ ਹਮੇਸ਼ਾਂ ਚੰਗਾ ਕੰਮ ਕਰਦੇ ਹਨ।,ਉਹ ਹਮੇਸ਼ਾਂ ਮਾੜਾ ਕੰਮ ਕਰਦੇ ਹਨ।
274,ਰੱਸ ਇਕ ਯੋਗਤਾ ਪ੍ਰਾਪਤ ਤਕਨੀਕ ਸੀ।,ਰੱਸ ਇਕ ਅਯੋਗ ਤਕਨੀਕ ਸੀ।
